,Rating,Title,Review,Review_Date
2835,4.0,Average phone not as oneplus,"For those who are moving from one plus 6, 6t,7 ,Please don't move into this Nord series the experience is not as great as the previous flagships, it seems like it's an oppo phone not one plus. If you wana have a great one plus kind experience move into one plus 9 series",13 March 2022
2836,4.0,Very nice,Very good,27 August 2022
2837,4.0,Phone to accha hai lakin,Phone to accha hai lakin,24 August 2022
2838,4.0,Excellent product.,Excellent mobile.,1 September 2022
2839,5.0,Most basic,Display can be improved,22 December 2022
2840,5.0,Good But Not Best,"I am writing this review after using 23 Days.Performance, Battery, Fast Charging GoodCamera Good But Not BestThe fingerprint sensor does not response sometimes.Call receiving speaker is not up to the mark, very noisy.",Reviewed in India 🇮🇳 on 26 October 2022
2841,4.0,Good phone,In starting it was getting fully charged within 30 min but now it takes around 40-45min.Camera quality is all good.but in fb app whenever I play videos it often plays music in background after minimising too.oly single bug till the day.Pros-Its lighter than 9R.,Reviewed in India 🇮🇳 on 26 April 2022
2842,5.0,good mobile,mobile is very good,Reviewed in India 🇮🇳 on 18 December 2022
2843,4.0,One plus nord ce 2 lite is very powerful phone and power full prosser,Phone is good perfomance is good camera is. Decent and battery backup is average i have this phone rs..18999 best price one plus is good phone i am happy,Reviewed in India 🇮🇳 on 27 June 2022
2844,5.0,Best Product in this range 👌👌,Overall performance is best in this price segment,Reviewed in India 🇮🇳 on 15 December 2022
2845,4.0,OnePlusnordce25g,As a One plus handsate not performing better comparison to other one plus set.. overall condition good..not better..one more thing Camara quality is also not good.. performing is not better.. overall average mobile,Reviewed in India 🇮🇳 on 4 June 2022
2846,5.0,battery draining very fast,battery draining very fast,Reviewed in India 🇮🇳 on 19 December 2022
2847,4.0,Call got disconnected often,Call got disconnected very often..pls don't buy this..,Reviewed in India 🇮🇳 on 16 August 2022
2848,4.0,GOOD,GOOD ONE,Reviewed in India 🇮🇳 on 26 August 2022
2849,4.0,Battery back up and fast charging 👍,Phone is doing well using from Last 15 days no issues battery back up full day and fast charging 100% in 35mints. Overall good one value for money.,Reviewed in India 🇮🇳 on 24 June 2022
2850,4.0,I think normal mobile phone,Battery life is less,24 August 2022
2851,4.0,It's a good phone,,27 August 2022
2852,4.0,Overall Good package,"After 2 days of use, Mobile phone is very good.Amazon delivered in two days for prime members.Camera is very good, I've attached two photos one from front and second from back. Night mode is also decent.Fingerprint scanner is fast and good.Battery life is very good in this range. Charger is blazing fast.",9 March 2022
2853,5.0,Good phone and worth the money,Been using this phone since 3 months and it’s worth the priceCamera is goodBattery life is very niceIt has a sleek look and looks very classy and I guess if anyone want a good phone in decent price this is a perfect solution,8 October 2022
2854,5.0,Good look,Very nice 👍👌👌👌👌,21 December 2022
2855,5.0,Fast and impressive,"The phone boasts of a sleek and lightweight design, making it easy to grip the phone despite its length. The fingerprint reader is very quick and responsive. The camera fairs really well in brightly lit conditions. However, the camera does take a couple of seconds to process pictures taken in dim-lit conditions. The processor is extremely quick and doesn't lag while undergoing routine usage. Not much bloatware comes packaged with the phone. So that helps save on the memory consumption and efficiency aspects. Truly a very compact phone in the budget One Plus segment.",17 May 2022
2856,3.0,Although it is good but its brand name make it's price high,It's camera quality is not very good it's battery also niether very good nor very badFinger print is good,25 October 2022
2857,4.0,decent,,24 August 2022
2858,4.0,Nice phone,Good price this range but not same old OnePlus this opp manufacturing,31 July 2022
2859,4.0,Works fine.,,23 August 2022
2860,5.0,Very nice,Very good everyone,Reviewed in India 🇮🇳 on 22 December 2022
2861,4.0,Wrost getting hanged always,Waste phoneGetting hang daily 4 to 5 times,Reviewed in India 🇮🇳 on 3 August 2022
2862,4.0,Good,Good 👍,Reviewed in India 🇮🇳 on 27 August 2022
2863,5.0,Very nice phone,Very nice,Reviewed in India 🇮🇳 on 22 December 2022
2864,4.0,Good,Overall performance is good but gets heat up very quickly. I recommend this to one whose budget is less and also want to have one plus.. It will surely not disappoint you✌,Reviewed in India 🇮🇳 on 15 June 2022
2865,4.0,Good phone with less budget,"After using for one week, this is my reviewCamera 3.5/5Performance 4/5Sound 3.5/5Weight 3.5/5Display 4/5Battery 4/5Features and OS 4/5Touch 4/5Finger print 4/5Value and worth 4/5Sleek and slim 4/5Speed 3.75/5With in the one plus range phones this is good and can't say the best ..however it will suffice all the required things what ever we require in a moderate phone usage. Thank you",Reviewed in India 🇮🇳 on 14 May 2022
2866,5.0,Average at all but too many bugs,"Average phone . Too many bugs in the phone.But you can charge it 0%-100% around 35 minutes max.Password, or Pin, or face lock feature available for turn off the mobile.",Reviewed in India 🇮🇳 on 1 November 2022
2867,4.0,its a budget phone camara quality not upto mark,a budget phone camara quality not upto mark,Reviewed in India 🇮🇳 on 15 August 2022
2868,3.0,Hang frequently,It's only 4 months of use and the phone hangs up... Rest it is user friendly,Reviewed in India 🇮🇳 on 1 November 2022
2869,4.0,Good,Nice,Reviewed in India 🇮🇳 on 1 September 2022
2870,4.0,Nice,It's good 👍,Reviewed in India 🇮🇳 on 23 August 2022
2871,1.0,Heating and hanging issue,I have bought the phone but it's having heating and hanging issue.Phone is getting heated during 5 min of call or using any application for 5-10 min. And not responding any response.So I have returned it.,Reviewed in India 🇮🇳 on 24 April 2023
2872,4.0,Good,Good,Reviewed in India 🇮🇳 on 31 August 2022
2873,4.0,Camera Quality,Camera quality is okok not as expected from oneplus.,Reviewed in India 🇮🇳 on 12 August 2022
2874,4.0,Good performance in this range,All features is good in this range,Reviewed in India 🇮🇳 on 12 August 2022
2875,4.0,Super,Nice,Reviewed in India 🇮🇳 on 24 August 2022
2876,4.0,For Average budget good phone,I like this phone...,Reviewed in India 🇮🇳 on 20 August 2022
2877,5.0,Product is very nice,Good 👍,Reviewed in India 🇮🇳 on 21 December 2022
2878,3.0,Good but not a perfect.,"The Android software seems to be working well. But the Hardware is of poor quality. When I took off the sim tray, the impressions are bad. The sim tray seems to be made from a local machine and of poor quality. Not expected from this manufacturer.  What else is there inside the mobile phone ? Not known to me. I hope company is listening. Plz refine your hardware. Google has provided Android, you do your part as good.",Reviewed in India 🇮🇳 on 27 July 2022
2879,2.0,Average,Realme 10 jaisa nhi hai,Reviewed in India 🇮🇳 on 10 March 2023
2880,4.0,NOT UPTO THE MARK,SCREEN IS NOT SO SATISFYING,Reviewed in India 🇮🇳 on 17 August 2022
2881,4.0,Bettery backup is so good,This product is overall good,Reviewed in India 🇮🇳 on 21 August 2022
2882,5.0,Good phone best in price,Overall good,Reviewed in India 🇮🇳 on 25 December 2022
2883,4.0,Value for money,Ordered this mobile with great enthusiasm and it dint let me down the expectations. Overall mobile is good. performance is awesome. Value to money. Only concern is they told it will charge completely in 15mins but it's not the case it takes a bit more than that. Other than that no other concerns about this product.,Reviewed in India 🇮🇳 on 25 February 2022
2884,3.0,Big battary,"Fingerprint,battery life is very goodCam not so good overall this price segment good camera",Reviewed in India 🇮🇳 on 30 October 2022
2885,4.0,Budget phone with Average features,"pros- Budget phone, Fast Charging, Good performance, Premium look, decent battery life will last a day easily after normal use.cons. Average camera, Pictures taken in night are below average. no alert slider which is very useful feature. 256GB storage is not available.",Reviewed in India 🇮🇳 on 14 April 2022
2886,4.0,Good,Good but add new richer,Reviewed in India 🇮🇳 on 17 August 2022
2887,5.0,Worth buying,Good mobile with less proce,Reviewed in India 🇮🇳 on 16 December 2022
2888,4.0,Best quality,Very good mobile for using offical work,Reviewed in India 🇮🇳 on 16 August 2022
2889,3.0,Battery sucks. Finger print sensor is not responsive.,"After using this phone for 4 days, here is what I feel.I am a moderate phone user, just watch 2-3 hours of YouTube nothing else. I do a max of 5-6 (10-15 min of talk) calls daily, and all this consumes 40% battery.I have to touch fingerprint sensor 2-3 to work. Sometimes sensor does not recognizes fingerprints.",Reviewed in India 🇮🇳 on 22 July 2022
2890,4.0,Owesom mobile,owesom mobile fast charge . look like beautiful,Reviewed in India 🇮🇳 on 13 August 2022
2891,3.0,Good phone with some connectivity and heating issues,"On good side,1.Phone's look and feel is good.2. Camera quality is also okay.3. Night photography is good.4. Design is also good.5. Fast charger is blessing. 100% in around 30 mins.On con side,1. phone has connectivity issues specially when using calling over wifi.2. Phone always feels warm. It seems lot of processes running in background. Or may be battery 🔋 is heating up .. not sure.3. I observed that phone gets warmer if we switch on eye comfort mode.4. Sound quality of speaker is also average.5. Battery life is average too. Lasts a day with very normal use. Not sure how fast it would drain if we play games on it.",Reviewed in India 🇮🇳 on 20 March 2022
